"","Year","Month returned from trip","Sydney","Central Coast","Hunter","North Coast NSW","South Coast","Snowy Mountains","Capital Country","The Murray","Riverina","Central NSW","New England North West","Outback NSW","Blue Mountains","Canberra","Melbourne","Peninsula","Geelong and the Bellarine","Western Grampians","Lakes","Gippsland","Phillip Island","Central Murray","Goulburn","High Country","Melbourne East","Upper Yarra","Murray East","Wimmera_Mallee","Great Ocean Road","Bendigo Loddon","Spa Country","Ballarat","Central Highlands","Macedon","Gold Coast","Brisbane","Sunshine Coast","Central Queensland","Bundaberg","Fraser Coast","Mackay","Whitsundays","Northern","Tropical North Queensland","Darling Downs","Outback","Adelaide","Barossa","Adelaide Hills","Limestone Coast","Fleurieu Peninsula","Kangaroo Island","Murraylands","Riverland","Clare Valley","Flinders Ranges and Outback","Eyre Peninsula","Yorke Peninsula","Experience Perth","Australia's Coral Coast","Australia's South West","Australia's North West","Australia's Golden Outback","Hobart and the South","East Coast","Launceston, Tamar and the North","North West","Wilderness West","Darwin","Kakadu Arnhem","Katherine Daly","Barkly","Lasseter","Alice Springs","MacDonnell"
"117",NA,"September",459.7861252,105.4741182,201.0938269,314.3466254,169.6151405,56.4346479,77.1074245,67.7655699,73.3597631,145.0454782,76.9191657,34.2019316,52.0571127,163.0720201,582.3705607,35.1576457,68.5248272,12.1844112,32.3325082,56.4958019,57.0589683,47.3350878,30.2762321,75.5870351,24.6480457,14.7221404,14.5617471,60.2756001,106.5248482,32.6559052,23.8003161,48.4812014,34.5922848,11.7008203,334.4143567,463.3938998,250.7564619,145.7991355,61.8819889,38.4177838,52.6794379,40.1704578,96.0321509,189.7841377,130.3883356,62.0437077,158.5526856,12.2858106,11.0912226,33.8220899,48.7721678,7.8459914,20.8368693,29.5362762,16.3796037,51.3118247,31.49846,22.421317,253.3762676,59.7927129,116.0362776,41.9463252,70.4483629,67.5504092,12.1553091,39.6539633,26.8089137,9.5956677,65.5839464,31.6213834,23.2483747,3.2432514,20.7622106,30.7550296,12.2358866
"118",NA,"October",788.0978365,151.602499,282.4805847,439.9236204,275.2240417,48.962366,55.1777627,105.3891527,112.8685362,207.8252602,125.1971,29.1523288,55.6825801,204.676576,640.4031033,117.8390264,80.7887563,20.6043843,55.7946955,78.5053589,69.2947664,85.2277545,42.3184347,81.6250927,27.8124819,29.4927356,20.2973485,111.9845231,137.5505957,55.9085805,21.0736121,43.7662703,29.1055623,8.88674,326.589627,451.9900664,275.9687954,131.4171407,54.8691527,58.5351974,47.3044991,37.8238969,68.1613362,179.9294819,145.9954559,51.5599427,221.5258878,20.7083417,10.6439275,46.8154005,52.0238986,6.0766567,27.9147222,36.1712731,18.4979316,64.3133118,41.1331089,52.1734417,290.4254464,88.3710753,182.53075,68.5596981,72.0589372,84.6855043,30.2471347,57.6237491,25.813863,18.5924741,45.9046136,21.4500038,13.875279,10.1331768,19.2049423,19.3705039,0.9636263
"119",NA,"November",571.3456257,75.1844518,199.4667211,295.2004514,173.4140261,20.2416288,68.899567,96.4947058,41.4820464,124.8823197,52.9885039,13.0390188,37.4313846,128.219987,535.9915603,82.1680157,78.8289414,19.8271721,43.7455584,89.4774508,74.978349,61.5633303,25.8372582,72.1030979,21.3399413,16.4086125,20.4754086,59.270038,95.6752524,71.6263994,20.2060882,41.9781049,21.4746436,10.3412642,277.9289723,346.217147,191.5780199,118.5574841,48.22457,14.364649,26.7877226,38.3564924,71.9631657,115.0377923,91.8553432,86.6052029,195.4148745,14.8487066,15.353489,29.719775,46.1893711,8.0042981,12.3776023,15.5783317,9.5493474,58.5935103,29.0609332,31.1704336,233.5066355,43.911721,152.5804103,25.9164652,54.5913929,75.6364101,25.5868932,77.5089046,48.6054609,23.2373253,32.6466238,31.92468,14.1937769,1.2306519,7.2964164,10.1483206,2.9388543
"120",NA,"December",517.5015314,105.7979536,233.5895632,289.0473192,284.0368462,32.6507785,82.4128594,53.9535306,86.7628783,112.3591106,96.9632078,22.2897496,33.3530777,128.3980597,497.1185871,81.5159808,105.5955243,10.4083732,37.6573235,81.1008053,57.1967983,55.1120885,58.2799651,87.9531917,54.6071308,2.3667465,8.0598357,45.3463659,125.3604922,71.5427442,38.259642,58.3608121,21.9286071,24.4065139,255.1440663,350.1155185,216.2006097,78.8318185,42.2363222,37.9128835,63.2777014,21.330877,111.2355921,76.8943046,157.2097774,71.4329241,150.240129,23.2161802,4.7602555,42.9792101,48.0968634,9.6483738,23.9403208,31.1419126,6.3511824,37.6108648,14.2954998,44.9790698,226.7005421,37.3781423,128.949569,22.2653529,36.7164509,88.8040574,32.1661977,68.7232798,49.8791818,12.4319137,13.7550143,9.5005727,7.21542,9.4551628,8.978532,14.8512068,2.9452516
"121",2008,"January",797.434517,252.3309227,337.4709139,579.1632356,596.3074512,46.0066282,83.0071771,119.5845009,64.116552,192.067982,122.7200708,20.0255194,53.7865836,152.4621154,725.7705687,276.95014,161.7607636,29.9283168,110.0516592,126.9484207,220.9355911,88.2932919,47.9704164,119.2731418,33.4282661,21.7989093,1.5249047,58.0791284,301.5953151,80.0977035,26.7384843,49.8242918,33.438501,18.8136459,379.0192138,430.9003101,398.7401179,97.3374784,132.9437143,60.6863621,48.6357572,47.5763431,81.4572969,151.5322885,136.4559124,20.1347657,227.8160287,9.7977384,10.956974,66.3190257,112.0671271,16.4992596,29.1253706,28.1733207,10.5297827,29.5312042,53.1696543,96.369414,297.2588093,68.2501022,258.4944708,30.2449095,61.2119653,144.2264484,74.8707349,71.9109826,63.6428592,15.3207542,22.1745376,6.5752896,12.7225899,7.325047,9.1977992,16.4912789,0
"122",NA,"February",580.3500741,80.1730318,207.9618011,289.841612,234.9990613,20.9443313,68.1875359,64.0871256,40.1813252,113.2976233,97.8054643,12.4731867,39.6898465,124.5840405,448.4778096,90.4397824,74.399113,9.8110966,32.5868067,59.1352985,50.9925954,63.3408593,27.5092494,58.5562516,37.2130647,21.0483438,8.5207584,32.8382126,146.0389366,47.9292077,19.9186996,26.3161456,11.3516863,18.4886476,265.5650704,397.7224989,256.2815215,73.7202131,39.0439202,38.2201806,28.6220078,25.1987199,30.537456,88.1542495,84.8568132,18.8460596,197.564887,8.6570266,4.438453,24.9139622,45.9338368,3.3693302,16.2028092,24.2257626,7.2612149,28.2126842,17.3802779,52.7578893,219.9205037,19.709899,142.3037179,23.1393207,39.2643435,105.5191353,33.8041358,73.1451941,49.2988034,21.1718456,23.3578197,4.7979426,8.5964237,1.0747906,7.6201633,4.6446569,0.6056531
"123",NA,"March",679.1343124,119.3417325,258.6486985,342.8434657,331.2099799,74.2877979,95.8153743,87.6235821,53.8586575,170.2534554,137.5498682,32.3504913,59.5005482,193.0391203,508.0270813,145.6871365,70.030577,20.5789369,87.7912932,107.9056358,92.7138653,77.2638577,56.5267079,95.0086535,37.8102094,21.5470697,13.4072645,83.0732666,258.1632702,58.4108497,25.3189819,56.4780549,35.3842908,24.272532,328.9438485,405.9126351,260.6164648,65.4666391,44.5356355,35.7830176,74.8641895,54.0327845,42.2796929,90.0156732,178.3512261,68.2853171,170.390578,10.6176693,4.1388759,60.6599468,77.5464071,9.6717801,32.976397,28.2448678,16.618369,31.4422001,40.674316,40.5031333,278.5152039,61.9804805,220.5395593,25.6251652,71.3101405,110.6310678,39.5166151,78.7500354,72.790398,31.6069701,27.6004065,11.5679226,8.3560635,2.8006574,10.3937305,6.5810243,3.4647962
"124",NA,"April",674.3189712,85.79584,227.0840457,287.434835,382.0346028,47.7729837,91.6550433,106.5232326,60.1877657,140.394966,81.3657737,18.9512195,71.9039336,144.5518921,534.106652,90.599131,68.4271975,21.4571687,54.7014035,80.5234472,49.2978405,67.4297778,39.8354109,67.397132,41.1159597,17.1884725,3.2681712,47.089788,113.2572325,59.307273,27.9327223,39.8004675,18.5435802,19.9806892,264.1938947,273.6444211,262.6441562,94.9677154,34.6100337,50.2916599,49.3886146,37.7246946,65.6568048,104.7404524,124.3159746,33.5269252,179.3556842,11.3869045,3.565486,43.5150473,50.7145814,8.1583392,14.5033289,20.3707007,16.863679,49.6097023,35.8849578,35.9191201,226.0120973,64.0919269,173.7884671,45.3219276,47.6231714,90.6714402,30.3022488,82.5867049,43.1395623,34.1681407,36.4106852,21.3829981,16.0335352,8.2280637,10.6370676,9.4320464,3.7026622
"125",NA,"May",657.1568112,64.6854408,224.3190522,351.0731973,169.7208332,36.3698622,48.3065183,58.6825936,55.3454295,162.4033529,143.7982595,58.2178297,52.9861684,201.0594135,492.9575059,56.163582,66.1033933,27.3878515,43.0619827,59.0143287,21.7781104,48.3505594,29.1725695,107.2370198,22.1876282,17.4998252,4.6409659,52.5724219,107.4600468,46.1397308,17.8944402,36.4071153,21.4941715,11.3601731,269.009324,345.7448938,225.0902275,79.8728019,55.6341989,41.6369187,68.0357512,44.9047538,59.4513546,94.1036036,111.5203266,61.9724439,180.4104032,18.0090612,10.6513529,32.4850796,41.8661858,6.3411158,20.981627,12.474632,9.7429715,42.4011583,28.1958153,26.4815766,235.5057791,48.9341035,103.3525974,34.8019851,41.947939,61.7758793,12.7379437,42.9329199,27.1864102,8.5073061,45.2855981,10.8377306,20.4014519,8.8610192,17.829098,25.2882256,7.9470549
"126",NA,"June",621.0112212,67.0736779,191.9268337,296.3609973,183.0029663,26.8181477,83.7226322,80.2216578,60.0668791,131.9155732,107.1489502,60.1262367,72.8798859,135.374088,529.3449859,47.9765373,83.4980022,17.3072582,31.3327623,69.4842534,27.1837385,62.2248298,51.1844061,78.1570302,52.1758556,7.8119316,8.8526917,52.7934412,98.5696035,56.9493406,45.4657152,56.8101343,13.2355602,14.0481858,242.9325413,376.736288,173.454022,79.9925327,54.4918962,36.7454186,69.9508757,75.6458217,81.2381481,130.4044815,66.508062,46.5576648,169.4691216,10.7243439,14.1702625,31.4793727,39.7905451,4.2186363,12.9714812,15.36815,21.4042042,34.527521,28.4531873,32.926007,218.2079612,48.6871736,126.2397481,55.2432991,48.4844813,82.7907339,12.0197109,49.7562563,31.3907401,6.4108619,60.7288686,20.905881,22.9615861,9.8175822,14.2541162,25.8718723,4.4478142
"127",NA,"July",669.1164303,66.7442551,236.8242436,307.0525225,198.3492733,102.8591582,78.7598331,40.770164,57.4531623,134.8301719,89.3095736,18.4671334,81.7602756,157.1023001,595.4103726,37.741139,79.754264,27.7771814,25.3234204,49.642154,23.9555398,28.2381307,26.7139377,112.8035293,26.4338142,11.9870637,11.492801,72.4284316,68.636001,42.4422046,32.8839694,58.5243512,36.1114605,21.0260071,230.3636941,368.7690037,217.9398748,73.4372396,58.3851971,59.1551819,35.9189666,29.5464172,134.3496494,176.3947982,100.4917493,63.8294216,179.7188217,11.9064084,11.0497069,32.7066702,36.4631707,2.1692306,12.5165819,21.7448825,12.244419,53.1250832,24.1201951,28.8869755,224.3079213,61.2241475,115.3089571,72.0126907,43.2259388,73.5652431,8.5664395,25.713418,18.6703109,4.2334662,94.0704296,49.737894,48.6492124,16.3725286,28.612498,36.8175326,3.7760977
"128",NA,"August",641.1763615,78.0065389,194.9254259,237.0254582,180.9847421,134.6729723,75.6700894,67.6065839,50.0168395,194.3033199,93.5801336,45.0068529,64.1919328,203.1530664,601.871303,74.165235,24.3174149,19.1966917,50.0259978,43.960422,20.5706934,47.9082061,40.7711789,123.5453111,24.446853,9.9657345,12.161678,64.8703127,97.5700529,42.7791815,26.789985,45.323487,11.8585969,10.2356005,290.0997454,395.0783779,271.8363832,114.7836294,36.7654447,75.5670492,86.3123349,51.8665713,85.8649926,187.7000945,112.6494152,79.4166108,163.6363611,25.3369256,10.8722366,17.4128582,42.2469987,11.5186526,23.4997373,22.1785021,6.6111821,48.0892557,16.1747217,20.5489613,232.2191744,46.650494,122.0064302,79.8527213,61.476084,58.2379759,11.4610165,49.2742234,18.718943,8.9275538,65.9698092,19.6884089,34.0830279,11.1218583,14.6752731,29.4011104,8.1282678
"129",NA,"September",664.8183545,96.6597093,188.0462261,274.8721621,194.5628596,48.7574876,85.1615499,49.4922425,75.8674274,132.2644048,67.9547785,27.0763661,47.2848807,170.408789,539.698024,81.1899887,53.3275317,9.0841661,44.4474219,71.411552,53.0903569,51.1101756,15.9405778,99.9718273,28.1149351,23.464536,11.6564782,51.4318808,78.3314909,54.3758054,11.9231421,30.3695144,8.6381463,26.8839611,249.0025321,434.6813035,205.8285797,75.6177048,40.4486642,61.7927642,36.4161518,54.5988718,49.1187946,143.258345,111.4788338,35.0493318,165.814896,12.4227236,11.3333866,35.7942366,28.975804,4.0288639,14.9138365,18.8282885,15.406207,44.2197298,22.8248547,22.7014315,241.7695377,61.6227351,144.4512224,30.8299107,60.5959723,68.1218664,16.9942368,34.3762409,25.4470423,8.3734293,57.6370585,17.3180096,17.0272937,3.9784688,14.4163605,24.2796839,2.3980532
"130",NA,"October",561.2422859,93.6589313,243.4833921,422.9340918,260.7307405,19.5655209,92.5799399,72.7872619,81.7378678,206.9882907,132.6942281,62.8172473,69.7258744,148.3910733,524.4610535,70.1314447,59.5933035,22.4379466,34.8389794,45.8692534,86.0166317,46.3032364,41.7676708,78.0669534,33.1676903,24.6313995,4.0368535,61.1907518,90.4792952,51.7863637,10.2659463,37.6993317,23.4213682,6.1196697,327.8893353,468.1385706,179.1122112,76.8996655,64.5134825,64.4212693,51.2028518,56.9860906,86.417598,155.0590096,80.0227695,31.8641161,202.1655272,13.9646274,11.4734719,33.1832963,34.4670851,13.7106772,14.4811309,32.3431605,10.7053871,52.4929406,38.8937454,61.5440594,232.1041225,45.6546639,151.3166667,36.2954106,63.1787387,44.7730563,12.2592224,37.8727979,15.6910263,3.1705172,50.9661124,18.68442,12.0284236,9.1478027,10.3186064,32.4924624,4.1637636
"131",NA,"November",608.0655808,116.8220537,240.7031649,335.3479836,234.006612,31.44535,78.492634,72.9427418,61.3866708,108.4024858,76.8759135,33.5246685,44.8479115,190.6186475,559.9855001,103.8852292,78.8215233,42.2176251,49.5766482,104.5828808,52.6112217,48.1182086,46.5444459,79.1570402,32.9455847,25.2569657,15.3654035,70.2848894,104.7584103,57.8238365,8.2086625,34.3547164,46.4423869,24.2063975,327.3578062,541.2508308,209.90022,87.85928,18.8601317,48.0800346,64.7787258,68.2269911,73.1335801,129.5849033,80.8699499,21.6856657,186.0281286,7.3712803,6.5863267,41.3337639,59.5698285,2.7720368,26.9263517,20.4179549,17.3739516,55.3627469,30.5555266,40.8507191,239.3851152,45.9328165,157.546086,29.089397,71.7912384,93.6485719,30.5212651,62.1931265,24.5429301,13.2821091,35.9707831,19.5992144,13.4180424,6.1114852,20.9347459,18.6846532,2.1247655
"132",NA,"December",530.8884802,90.7093094,179.8055681,323.5287964,259.5713472,42.1459765,65.6510159,44.9395128,54.0487112,82.0236099,76.7626979,19.2680766,33.9448361,136.227654,567.2387035,72.4266039,69.1962033,26.446472,35.1630649,96.9980336,47.1854899,56.2711888,34.7402042,34.8048417,31.4832614,19.2981988,4.8806597,36.2348978,114.2080127,34.8134743,14.0548207,24.3883432,16.029698,18.3919466,227.1950758,395.6273624,196.0616733,78.7119442,35.5613704,81.6860055,40.4480736,23.8885567,61.5190849,119.7047013,93.9366781,77.112826,188.278466,12.0854293,8.1053871,29.7380927,44.0951187,16.5082668,24.8384325,24.0203319,5.8671108,43.8823679,23.6642874,43.2908189,202.9741409,62.1042047,111.4545169,36.7533869,45.2313426,82.8486816,21.0807004,46.911361,27.9643314,5.4521537,12.8658457,7.1535088,2.7119767,0,1.0273138,5.1702446,0.5251127
"133",2009,"January",710.5544674,218.252947,301.8955115,613.1387943,532.8951314,84.8500352,66.0309571,105.0208885,41.1607211,157.281798,173.7756365,22.3664651,37.2955502,137.8145542,538.6125691,238.573493,136.2525426,20.8175673,100.3915816,92.8962398,163.3468935,105.2147883,29.2817441,169.0240983,56.6259023,35.1477874,20.1623451,58.7099126,288.0778418,41.0544191,20.6071521,36.5111483,38.8741844,20.4764386,362.7535973,436.2744133,376.4402585,123.797234,51.4597432,119.1564171,74.6862274,16.23751,73.6855084,152.1669449,148.4896473,20.3217323,195.7299996,20.9211034,11.2935986,61.6998138,68.736601,21.904778,34.8810416,37.6037867,10.7789657,26.3318427,47.7960304,76.4925416,278.5344353,70.1390242,238.4694329,18.0529385,89.5965621,112.3007166,48.4195596,72.0498624,60.9145073,21.3779276,37.2527316,18.5134178,10.9960539,6.9965868,6.1639824,11.2650319,2.6024779
"134",NA,"February",466.0864398,88.3664061,139.6351076,249.7131884,211.2337957,21.5561837,58.191274,49.5532536,53.1204019,82.1300884,66.9523124,16.9344046,31.4842386,128.1510394,473.963482,78.5378397,35.9869409,20.3576407,21.1467993,48.1641788,38.9086008,57.8707969,30.0279624,41.0729771,24.9377456,4.961038,3.822207,43.6537238,99.204624,36.239315,11.5824644,31.7915771,14.460428,17.0279241,232.5536037,302.7489009,148.3263922,31.2537143,43.467847,29.1551582,27.9904199,13.0710498,42.6371887,61.0349302,84.845862,24.3000985,151.1721694,16.2227868,8.1540792,22.0828853,32.0704375,18.9775061,14.2328547,16.9896483,4.3691661,20.7230895,31.5945764,23.9189765,157.0815498,27.3222223,105.3001771,32.8115293,34.0813505,100.3697333,40.0887075,58.1797361,43.443181,31.0432491,15.8723811,6.6960833,8.6948936,0.9680526,1.5196942,2.966356,7.630568
"135",NA,"March",545.7048241,72.1977041,249.7853108,298.1730872,290.5651416,32.4183429,61.8999885,89.3410462,60.7626451,112.2771308,85.0662311,29.0057554,61.7078848,226.8984006,474.258123,150.5151606,87.3511279,13.7713408,57.4142265,73.5747137,90.2512769,48.6209633,28.8873386,64.3844618,24.5165198,12.2512086,5.1408745,48.5556096,162.7030514,48.53079,12.8393294,33.2288626,18.9115108,13.782966,285.6847735,383.8198792,291.5522592,58.9190104,37.3857401,28.9900656,9.5363298,12.7438446,47.044093,42.9550916,71.5069126,8.4532874,157.7377517,10.8759176,10.4788686,35.3387762,48.7376585,10.311303,28.5559256,16.1160645,14.4576262,25.5206166,33.1164157,65.628581,230.6375245,30.3662791,175.4046356,29.3243218,49.7106117,97.4487056,44.8724188,58.8488073,50.1112516,12.1335628,31.7621059,6.7014667,5.0485331,2.0553103,3.0323049,8.7286593,1.6846491
"136",NA,"April",547.4772903,125.4621571,197.5819129,322.1372601,312.4313678,47.8620845,69.3256089,113.0786338,83.8099929,150.8075064,100.4033844,16.8688597,51.3681142,132.1917696,490.2487352,89.0089372,46.0876166,14.4812136,59.3666735,55.2885887,38.1201495,59.2975438,44.2591332,105.4586334,38.6970432,29.0626809,10.7727671,62.2623755,115.2759534,83.2647421,10.0901851,25.7407583,43.6254238,7.6013233,278.2395284,344.9958585,199.7734483,89.2164501,53.1768816,20.3125829,27.0041637,37.7998002,85.2717409,131.8502001,130.1152737,26.4511776,188.635773,16.2950944,7.1805458,33.4997318,51.76173,12.8363216,12.0717491,42.059726,20.696531,48.2648487,49.9732478,29.8194059,254.5596254,63.6628161,167.4439428,38.6722094,43.3135934,113.6870843,27.9751769,69.6044966,54.1276109,6.1794007,35.9219569,15.3789339,6.9191041,7.0590687,4.7423803,12.3859102,3.1955895
"137",NA,"May",656.7594665,52.3509497,200.1058169,239.8120852,218.5804053,24.1923306,86.804125,62.6888794,69.1708353,147.5834548,113.500561,33.7115655,38.6488886,131.8638982,620.5902105,79.2165735,56.6482465,20.4600277,48.2918433,67.5011698,35.6875927,49.8556932,32.4910592,97.2143942,49.0830941,20.1288221,4.700697,33.0940949,114.2977936,67.3518106,18.433139,25.4226952,28.3817782,8.1301926,260.3562942,354.8435452,178.9103461,74.468187,26.224685,56.1927177,56.210253,35.4419894,96.4077503,144.4563117,91.7266807,57.0276686,170.5383343,16.1743115,6.9295327,33.9910989,38.7306888,6.6841646,11.928286,16.7996695,18.5497269,39.0242077,29.0804616,38.209594,199.7624775,38.3847036,123.8256264,24.6237769,53.7136085,96.5188189,14.469213,55.0435859,35.0797721,10.0274656,65.6294648,14.3817186,18.2373165,6.0754675,24.2539318,18.3294606,11.5974444
"138",NA,"June",588.3866756,69.0003044,141.3317922,228.2540954,138.2169073,31.4369358,48.3028036,43.359386,75.1869575,141.5411656,80.7477163,24.0240261,56.3592231,132.6941703,500.4983893,68.4471882,64.3641955,31.4011879,26.3213173,55.6017035,48.5904759,37.3565029,22.3449004,96.1634987,31.7402726,6.4215982,10.514493,45.3016758,74.0271224,69.2028066,20.3684304,28.3644111,22.8191126,11.3611022,210.8127403,299.9582344,206.1097241,110.9184125,50.5721787,56.0518158,50.1600083,20.854333,58.296906,134.1918999,96.4476265,61.9299273,159.1849673,3.5926369,5.524004,21.3893162,35.6332091,1.6089759,7.0422213,21.961911,11.849142,39.0031646,29.6278794,25.1609643,188.3605095,36.2131976,141.4659697,50.9846042,48.7118747,58.796236,10.1867,46.1189113,26.9161402,12.17439,71.7404077,19.7095342,20.0684501,7.0457479,25.1989845,34.5815189,18.0184334
"139",NA,"July",491.8368766,68.6273527,239.5305428,301.8492798,138.4815721,108.7219626,72.7940497,87.6616076,66.0505286,131.4802651,105.6163461,62.4559455,48.967828,119.7407033,574.7051453,71.0893253,69.6341454,12.2333605,14.2923886,48.3150938,35.8028237,58.9817433,32.7220178,143.1065637,39.5648785,16.9205376,12.3991199,72.582318,104.5978544,72.6684856,19.3566267,16.5373911,37.3447003,15.8540578,272.5836855,399.4622229,248.0715626,137.4603056,64.9614324,30.3652454,35.7926175,37.1569506,90.0988952,176.4757827,152.1162239,105.8665838,204.3557448,31.9027309,5.5529115,28.7640013,28.6391317,9.4565747,26.8019257,21.5278886,23.8410315,81.9456468,27.979084,31.4174163,163.9418111,34.0636593,114.6587659,64.5487634,35.9238122,67.5947657,16.4345026,55.5942577,20.5072739,8.9163974,65.2131706,19.3644624,23.5048834,16.82538,25.7676318,34.2317332,13.2905904
"140",NA,"August",508.1268416,99.5141283,210.6317669,263.1343145,164.8444018,137.3820548,61.76172,69.8495056,66.930593,95.8148033,91.0653599,46.0846384,51.3583466,118.5866165,584.9520839,65.8444082,57.9290221,28.7785449,32.8557499,44.5843035,46.2396788,30.5833684,29.7029944,115.8914619,23.210306,6.1939995,8.5208765,38.9012409,75.4737582,74.6485817,14.4158735,22.0981111,21.7554282,2.9521066,274.8641972,413.1384823,175.2640012,115.7478211,44.4854196,40.8886987,52.0503858,18.5181255,69.8158989,180.4327448,85.2935012,58.9760981,171.3290643,12.6209554,4.3883734,28.178158,20.8434043,7.7283989,11.790876,35.1430806,12.3664059,57.6023071,22.0390112,31.9713619,158.7264215,46.2695405,88.9821091,52.7690405,55.1185906,73.0209827,11.3237513,34.939321,24.7393358,7.8523869,90.6555036,15.8395444,19.5202212,7.8596389,12.3582079,25.1212609,7.7912443
"141",NA,"September",566.2267657,81.6524532,216.1049294,327.0583339,157.7241799,44.6464207,66.1617465,102.2017112,91.2977589,148.5296567,105.4026361,43.9718613,72.3062585,171.7185104,537.3030791,53.6715828,80.4743968,17.5934529,36.4012993,63.3600387,47.5603915,46.8321579,34.98905,127.0670917,29.8972501,10.0425839,2.6366744,58.1620116,143.7205361,48.0824847,14.4859113,62.1021307,33.9924369,13.6191149,267.1749464,424.2421638,235.0821295,106.3485556,47.2579047,85.9262903,52.9863266,87.8786747,70.3548789,210.8725142,126.5670493,56.2144016,167.9113968,13.1979983,9.1161055,24.441193,29.8978054,10.4046447,17.4288762,21.85097,18.5022513,41.0131542,18.2600333,25.0046058,222.5184585,49.1078603,128.36839,55.8989872,60.0126638,88.2660838,11.5051038,39.8960514,27.3964715,11.1357598,57.9116758,13.1993037,18.0186902,5.3342732,18.1786695,22.1983874,9.857794
"142",NA,"October",694.6900326,91.7958032,258.4957066,430.8242523,277.9278386,30.9150148,119.3790054,81.3700075,93.7584336,172.1303693,142.5559947,27.3077863,52.8899504,188.3397446,541.8126988,66.4246444,52.6216554,22.2683219,37.1303888,85.1868372,44.0127442,77.5190077,29.4138213,75.1149741,42.3658198,13.7955079,26.9152647,94.6667837,110.6325076,41.794392,20.5102231,49.6250801,27.6759478,14.6147254,327.6223143,334.0927675,247.2968956,124.8730892,26.6568123,63.6504774,31.5336347,83.7703391,71.6519365,134.4137393,100.5126863,48.8908534,205.9148939,16.2939332,19.0416822,52.547493,61.8677645,17.4809065,20.2063862,20.2739541,12.329849,81.026249,35.7905442,45.0747896,232.4665258,57.8027424,127.2728283,34.3430883,52.3629308,86.4398251,14.3051722,39.096985,15.1593219,11.3423975,42.9225088,13.6393156,9.1199615,1.5755488,17.8576652,29.8279188,16.3298312
"143",NA,"November",654.1119697,95.7590291,248.6937883,343.4417351,244.0144823,27.124277,103.1878564,99.2381319,85.0878315,165.3267899,107.5865343,22.6789139,43.4074008,111.3745715,590.7140934,74.946091,91.7893443,16.7493759,71.4570373,74.2834428,53.7524844,59.5399927,37.9492883,91.101156,38.3955746,21.9046933,11.6049212,60.3854791,129.8675254,83.1230685,21.5069837,21.4365387,21.4849094,2.5194838,305.9991091,272.3632723,250.3783155,95.044882,58.2765581,25.147049,53.6070532,24.6021725,36.9599487,98.5310948,136.0711449,35.2565516,219.2773688,15.8480708,2.4966441,47.7825204,62.2421197,8.1095985,15.4529838,18.0587223,8.7129306,23.2613427,33.3868354,37.7197554,196.9033966,39.7031536,127.7983627,32.5310934,38.0318639,83.793574,24.2544277,49.8653379,38.0526829,15.6048104,38.3481664,7.4452974,10.2175031,5.7513622,9.186813,15.0345695,1.8114079
"144",NA,"December",537.8138736,106.2538543,236.0949168,293.1747233,233.6146106,25.1876272,92.7147427,80.9699943,43.8626686,135.8450133,107.6904648,12.8761779,31.9244943,126.7529975,471.398196,74.6400332,64.5509382,17.5504999,44.4303447,66.2364489,55.6685289,44.6818465,32.5253199,57.6346191,52.3223019,7.1593458,6.911577,35.8915014,84.8862172,51.7908595,7.4190616,14.4726512,7.8000938,13.9505251,253.2384934,279.6874557,205.5494549,78.3954191,41.3664462,48.3876215,44.3057438,31.8236937,63.3660353,97.1238665,123.8897309,8.1397535,178.6413069,19.0762218,8.2096026,30.2463396,32.6511229,9.4270064,23.7837878,12.2354995,8.5974723,13.6497532,22.6604406,27.5658084,198.8875422,36.7492652,128.3924245,28.2618095,47.8032544,69.8993417,19.3902598,37.1231801,29.0145818,14.213788,30.3481639,4.860098,6.1920314,0,3.3071479,7.6470884,2.5263638
"145",2010,"January",626.5847682,201.4089367,290.9764679,663.8675221,554.5010115,67.5378946,96.8081171,106.3830281,69.9855439,161.502163,139.9525385,20.9829483,83.7711986,210.1486932,577.7176027,235.2457166,205.7822643,13.2401845,85.8581685,114.0260834,118.9274426,63.7036662,35.1519128,147.9799447,70.6782375,15.9545684,11.8706332,77.7089488,275.6611578,74.5130415,22.4341203,30.9610813,22.2575578,9.8385032,381.3674573,357.8913538,302.412947,108.0375782,45.8220146,85.5017373,51.0698415,44.1423153,63.8985399,116.9188043,106.0549506,24.9255781,170.2931106,8.4345081,6.3786837,63.9088938,98.1228539,10.4385913,29.835614,43.8439551,15.9490698,21.8293522,37.4830326,78.4091327,227.0664319,53.900551,206.8945306,35.5225608,34.1475923,131.2786946,56.2929684,89.0158654,80.6022024,24.630489,23.5980544,6.8897719,5.7354814,7.697948,4.4867403,6.1150668,2.9788515
